timestamp,episode,openness,conscientiousness,extraversion,agreeableness,neuroticism,stress,satisfaction,social_energy,total_reward
2026-04-26 18:49:18.072,0,0.0,0.0,0.0,0.0,0.0,0.0000,0.0000,0.0000,0.000
2026-04-26 18:49:18.218,1,0.0013739818798952342,0.004063143974874649,-0.001084371852929219,0.0013628282815788862,-0.009552799865491896,0.0000,1.0000,0.4500,8.144
2026-04-26 18:49:18.285,2,0.0027248300251854598,0.008241204603602432,-0.002619765626396791,0.0018585710490076348,-0.019341663324595575,0.0000,1.0000,0.4000,10.946
2026-04-26 18:49:18.327,3,0.0040087613664813995,0.012398972538144062,-0.004214034346038432,0.0022042550769951685,-0.0290444105769664,0.0000,1.0000,0.2000,9.590
2026-04-26 18:49:18.359,4,0.005597161972820858,0.01651365230750814,-0.006051616801902278,0.0020199374874495138,-0.03885920521064821,0.0000,1.0000,0.3000,7.484
2026-04-26 18:49:18.395,5,0.007269676645727032,0.020588549290771113,-0.007992095332540985,0.0015884337437410843,-0.04864626903121793,0.0000,1.0000,0.1500,7.430
2026-04-26 18:49:18.424,6,0.008868673307112199,0.024669264237222627,-0.010049690272101796,9.044260913936559E-4,-0.05839927977239205,0.0000,1.0000,0.3500,11.909
2026-04-26 18:49:18.451,7,0.01056307123522392,0.028686280547782904,-0.012149377667482187,8.352183815822558E-5,-0.06808019568820878,0.0000,1.0000,0.1500,4.969
2026-04-26 18:49:18.479,8,0.012246154594863837,0.032662234650828,-0.014278152117947055,-8.366370647374269E-4,-0.07766688371273182,0.0000,1.0000,0.1500,9.464
2026-04-26 18:49:18.513,9,0.013778850761290803,0.03665727312466607,-0.016501497476012435,-0.001956636791635289,-0.08719691210007519,0.0000,1.0000,-0.0500,8.723
2026-04-26 18:49:18.549,10,0.015268666539403751,0.04062763260188827,-0.018772223571139623,-0.0032036750672494157,-0.09664709768879534,0.0000,1.0000,0.0000,8.740
2026-04-26 18:49:18.573,11,0.01677707456840287,0.04454197580103757,-0.0210456194041063,-0.0045036994702194015,-0.10599049156590837,0.0000,1.0000,0.2500,10.846
2026-04-26 18:49:18.596,12,0.018375177539485605,0.0483604009754762,-0.023260587336661736,-0.00575417101967308,-0.11518800901030968,0.0000,1.0000,0.3000,8.242
2026-04-26 18:49:18.622,13,0.019996566552495397,0.05210616835610018,-0.025432818698029516,-0.006974552099585335,-0.12424574234894468,0.0000,1.0000,-0.1500,6.917
2026-04-26 18:49:18.644,14,0.021558554944698688,0.05581311350842735,-0.027595384818336018,-0.008213781780811108,-0.13318184577565312,0.0000,1.0000,0.7000,10.111
2026-04-26 18:49:18.666,15,0.023100438594618022,0.05946504595190604,-0.029729306418401123,-0.00944171522572668,-0.1419874058883059,0.0000,1.0000,0.1000,5.339
2026-04-26 18:49:18.693,16,0.024638634644116433,0.06305380754363844,-0.03182180132376622,-0.010636589860117505,-0.15065566066111694,0.0000,1.0000,0.1000,7.709
2026-04-26 18:49:18.714,17,0.026097193221233488,0.066609460607675,-0.03390046017427195,-0.011838282664344623,-0.15920108153296683,0.0000,1.0000,0.1000,10.877
2026-04-26 18:49:18.735,18,0.02748300692023593,0.07013205852564233,-0.03596810720875837,-0.013052146385039223,-0.1676283493335316,0.0000,1.0000,0.0500,9.769
2026-04-26 18:49:18.755,19,0.02883916860753792,0.0736023110152009,-0.038000145774545885,-0.01423836785337981,-0.17592436758372593,0.0000,1.0000,-0.0500,5.803
2026-04-26 18:49:18.779,20,0.03016970909773521,0.0770185616769714,-0.03999298980613061,-0.015390342108485689,-0.1840882056246737,0.0000,1.0000,0.0500,7.613
2026-04-26 18:49:18.800,21,0.03146686403812452,0.08038236551874028,-0.04194378138873809,-0.01650131870279555,-0.1921180278365413,0.0000,1.0000,0.3500,11.232
2026-04-26 18:49:18.821,22,0.03274033989082195,0.08369206664823248,-0.04385277484281533,-0.017572380965933585,-0.20001668928776484,0.0000,1.0000,0.5000,8.773
2026-04-26 18:49:18.839,23,0.03397260501522384,0.08695655340818552,-0.04573021072782,-0.018619316386900113,-0.207791732576257,0.0000,1.0000,0.2000,8.854
2026-04-26 18:49:18.870,24,0.03519552110371613,0.09016450448740897,-0.04756539269030641,-0.019626147197730915,-0.21543984202084374,0.0000,1.0000,0.3000,9.012
2026-04-26 18:49:18.901,25,0.0363792532773936,0.093328921112597,-0.04937137964010504,-0.020612248573821823,-0.22296927013443474,0.0000,1.0000,0.1500,8.505
2026-04-26 18:49:18.930,26,0.03755837216343823,0.09643769627698222,-0.05113723801850495,-0.02156156850068038,-0.2303768056648826,0.0000,1.0000,-0.0500,6.287
2026-04-26 18:49:18.955,27,0.03871693702564406,0.09949958854994581,-0.052874026990314515,-0.022491611198785295,-0.23767077226343736,0.0000,1.0000,0.3000,10.449
2026-04-26 18:49:18.975,28,0.039838001804390684,0.1025215571545272,-0.05458736229576218,-0.02340989723499299,-0.2448549251733729,0.0000,1.0000,0.3000,10.602
2026-04-26 18:49:18.994,29,0.04094158571641661,0.10549698456857161,-0.05627132321101978,-0.02430766609017501,-0.2519282472597852,0.0000,1.0000,-0.0500,4.930
2026-04-26 18:49:19.019,30,0.04202149450454954,0.10843008604229973,-0.057931425058125124,-0.025193616368235312,-0.2588957171250307,0.0000,1.0000,0.3500,10.037
2026-04-26 18:49:19.056,31,0.043073114464777566,0.11132456735084782,-0.059572902198604345,-0.02607614285582268,-0.265762263584915,0.0000,1.0000,0.3000,7.631
2026-04-26 18:49:19.098,32,0.044107282542157476,0.11417762967398593,-0.06119396741759518,-0.026952852800224737,-0.2725290229664108,0.0000,1.0000,0.0500,8.830
2026-04-26 18:49:19.115,33,0.04509756994464339,0.11700018775070208,-0.0628045823916126,-0.027837997717871082,-0.279202000846283,0.0000,1.0000,-0.1000,9.054
2026-04-26 18:49:19.129,34,0.046100173152014944,0.11977128280948805,-0.06438481916022323,-0.028701989823549406,-0.28577322740055033,0.0000,1.0000,0.3500,4.623
2026-04-26 18:49:19.145,35,0.04709516088848759,0.12249936333839781,-0.06594243981812735,-0.029555920981285056,-0.2922476970493235,0.0000,1.0000,0.1000,6.797
2026-04-26 18:49:19.161,36,0.0480789929642856,0.12518658812814362,-0.06747938351979707,-0.030402385144538142,-0.2986277042726144,0.0000,1.0000,-0.0500,6.379
2026-04-26 18:49:19.175,37,0.04902508271595652,0.12784435071563377,-0.06900687295618972,-0.031257929041043124,-0.30492018819300865,0.0000,1.0000,0.4000,11.057
2026-04-26 18:49:19.190,38,0.04996104111596373,0.1304627736839939,-0.07051556156659691,-0.03210859940038023,-0.3111221329603162,0.0000,1.0000,0.3000,6.149
2026-04-26 18:49:19.213,39,0.050870303131332846,0.13304897711210628,-0.07201199998682978,-0.03296374158015201,-0.3172379002929571,0.0000,1.0000,0.1500,9.593
2026-04-26 18:49:19.231,40,0.05176563145130307,0.13559791665333362,-0.07348987309274461,-0.033813054568929836,-0.3232650477953256,0.0000,1.0000,0.2000,6.663
2026-04-26 18:49:19.247,41,0.05263604180550554,0.13811524511587728,-0.07495558077991789,-0.03466632171135294,-0.32920847925578833,0.0000,1.0000,0.2500,9.300
2026-04-26 18:49:19.264,42,0.053498294206331065,0.1405945798886239,-0.07640194495211725,-0.035512190928736524,-0.33506551822610725,0.0000,1.0000,0.3000,7.887
2026-04-26 18:49:19.281,43,0.05433771074667044,0.14304198168016186,-0.07783403105310453,-0.03635757837040991,-0.340839490483051,0.0000,1.0000,0.1000,11.001
2026-04-26 18:49:19.296,44,0.05516059812066082,0.14545522898471386,-0.07924882802344677,-0.037197391052254135,-0.34652976704706684,0.0000,1.0000,0.4500,8.881
2026-04-26 18:49:19.311,45,0.05596178021370009,0.14783714900411707,-0.08064915219079166,-0.038035669134776545,-0.3521390029019705,0.0000,1.0000,-0.1500,7.550
2026-04-26 18:49:19.327,46,0.056754607963245315,0.1501832852228201,-0.08203076708646966,-0.03886599172795226,-0.3576664233100984,0.0000,1.0000,0.2500,8.622
2026-04-26 18:49:19.345,47,0.05752407073483682,0.15250014115917465,-0.08339977408005766,-0.039697136244454645,-0.3631160928529836,0.0000,0.9000,-0.1000,8.814
2026-04-26 18:49:19.363,48,0.0582609777309778,0.15479190188352918,-0.08475999041827818,-0.04053447367875953,-0.36849093298873914,0.0000,0.9000,-0.0500,6.483
2026-04-26 18:49:19.378,49,0.05900037295230163,0.15704532310715286,-0.08609826315853396,-0.04135815189069973,-0.3737855917144997,0.0000,1.0000,0.4000,4.579
2026-04-26 18:49:19.393,50,0.05972180606717037,0.1592698786112754,-0.08742504261920431,-0.04218416875307105,-0.3790069435714657,0.0000,1.0000,-0.1000,6.897
2026-04-26 18:49:19.409,51,0.060449716883032925,0.1614562624990633,-0.08873064442971512,-0.04299764508789422,-0.38415110083421405,0.0000,1.0000,0.3500,9.028
2026-04-26 18:49:19.423,52,0.061170892261771616,0.16361011199647457,-0.09002014801098475,-0.04380576018955792,-0.3892214508519676,0.0000,1.0000,-0.0500,7.163
2026-04-26 18:49:19.446,53,0.0618638240023231,0.16574007626970205,-0.09130115174893759,-0.044619227726362475,-0.3942223770707184,0.0000,1.0000,0.2000,10.211
2026-04-26 18:49:19.458,54,0.06256064764878108,0.16783441384948358,-0.09256265840723757,-0.04542176781762158,-0.3991498459872781,0.0000,1.0000,0.3000,4.475
2026-04-26 18:49:19.473,55,0.06325166974633882,0.16989717533630597,-0.09380791359149436,-0.04621769257380565,-0.40400615451055194,0.0000,1.0000,0.2000,8.677
2026-04-26 18:49:19.485,56,0.06393417862949742,0.17192984792888955,-0.09503799810086616,-0.04700826850037293,-0.4087927002948238,0.0000,1.0000,0.2000,10.624
2026-04-26 18:49:19.499,57,0.06460084540671114,0.173935963220154,-0.0962563824609848,-0.04779852163103167,-0.41351223261693415,0.0000,1.0000,0.2000,8.896
2026-04-26 18:49:19.514,58,0.06524440389183632,0.17591915766790897,-0.09746687455770664,-0.04859410252581079,-0.41816777001328814,0.0000,0.9000,-0.1000,9.230
2026-04-26 18:49:19.526,59,0.06588113368720407,0.17787316240382356,-0.09866258094432652,-0.04938421394742798,-0.4227565669176077,0.0000,1.0000,0.3500,9.876
2026-04-26 18:49:19.541,60,0.06650486105516829,0.17980045406859585,-0.09984497608122223,-0.05017042388992293,-0.4272798577144894,0.0000,1.0000,0.0000,7.070
2026-04-26 18:49:19.554,61,0.06711187583192459,0.18170239294880258,-0.10101421507835487,-0.050952221962658216,-0.4317381006415052,0.0000,0.8500,0.2000,8.573
