timestamp,episode,help_bob,decline_bob,delay_bob,help_carol,decline_carol,teach_carol,help_dave,decline_dave,suggest_dave
2026-04-10 22:33:13.998,1,0.17071428571428576,-1.7172857142857143,1.2462857142857142,-0.332,5.7286666666666655,-0.8459999999999999,-0.5,-2.2482836734693876,2.8317163265306124
2026-04-10 22:33:14.075,2,-1.0000232426303852,-1.6572926303854876,3.84885022675737,-3.735390476190476,8.640828571428571,-2.3901047619047615,0.2280394970109254,-4.939899338780507,2.9471006612194928
2026-04-10 22:33:14.118,3,-1.6885848587920012,-2.4797699872878445,5.6098630574452,-5.861283405483406,12.155074170274169,-2.026879653679653,2.658781294407668,-6.527740284891783,4.878329556378057
2026-04-10 22:33:14.156,4,-2.4680252087018317,-3.6862053693771726,6.756975111253308,-7.767524436430481,14.703575410082893,-2.9101320935246067,3.3859186604410647,-9.54245132685755,5.634585902579678
2026-04-10 22:33:14.192,5,-2.756705639126363,-4.947323668299233,7.685333151575078,-8.970541417332818,17.41709602561124,-3.9326813581161373,3.4971259770653558,-13.127467838238251,5.600645148774734
2026-04-10 22:33:14.221,6,-2.6317481526922006,-6.4837192633860505,8.289056148041631,-8.679052993240958,21.23342920781708,-4.315179334689594,4.642902107430805,-15.546189230853045,6.265825188061374
2026-04-10 22:33:14.251,7,-2.149521887332572,-7.720703925842597,9.195820328989821,-9.498271467090321,24.532834144589277,-5.058733921726915,5.361470337027032,-18.57614880044402,5.978486066649667
2026-04-10 22:33:14.287,8,-1.6194399275665075,-9.136499280987167,10.040967623573017,-10.512094671411417,27.959987101124135,-5.827508991258061,7.7591554083176835,-20.138935396320548,7.027569887009813
2026-04-10 22:33:14.332,9,-0.9559670299573385,-10.53420514925268,11.035473138983502,-12.523761830313477,30.552896902952384,-7.237465106358893,9.379858443182137,-22.451783726422924,7.439207534697759
2026-04-10 22:33:14.359,10,-0.2657410494309637,-11.813200440702046,12.011944514722654,-14.824350240476893,32.9438674577948,-8.497291145147242,10.766091501592728,-25.257090595947112,7.423065520865384
2026-04-10 22:33:14.382,11,0.5015191742849848,-12.95770946760247,13.39119390626148,-16.482787769241654,36.12879548114108,-8.993075294235242,12.16276228404211,-28.31076180367585,6.8652060816517775
2026-04-10 22:33:14.406,12,0.3424178140236879,-15.149641711102309,13.727495342620426,-19.665917748181496,38.03156637551724,-10.801867965715536,14.513350189921805,-30.54004162708285,6.845799558153773
2026-04-10 22:33:14.428,13,1.0378783606588833,-16.388396751072552,15.067630285025302,-21.229399821719348,41.576726606409345,-11.048355209018274,16.743789130213248,-32.77832103055762,6.822631371985318
2026-04-10 22:33:14.445,14,1.0865074331843696,-18.49163550109273,15.44614372879,-23.506422064090636,44.43817177737408,-11.878584661654328,18.821357778507828,-35.272197344978856,6.53898023610247
2026-04-10 22:33:14.462,15,1.5608596531306427,-20.404050382776628,15.86370747091302,-26.679977406765985,46.49847997796702,-13.212059406116907,20.454234949895636,-38.32718128959044,5.866101972274089
2026-04-10 22:33:14.487,16,2.631859699324834,-21.92675912004965,16.576314708660057,-27.88226040393015,50.38929783421567,-12.538118026675447,23.248158854172363,-40.26654197655775,6.3857442127337825
2026-04-10 22:33:14.504,17,3.286380851496201,-23.77817324598126,16.95810901536467,-29.331198276765676,53.9385880466613,-12.114463618800954,25.352024913173675,-42.955113977698346,6.263153185550722
2026-04-10 22:33:14.525,18,3.818407220088385,-25.61063400805126,17.328791193527227,-30.700928372481176,57.47442069598665,-11.71259970723611,26.810784852932365,-46.44149984743494,5.3075147654659345
2026-04-10 22:33:14.547,19,4.3748724536068595,-27.499038717163756,17.635543989878453,-33.06503698996336,59.81828016685748,-12.461828830836472,29.32408229462406,-48.96189347372177,5.326316385148294
2026-04-10 22:33:14.574,20,5.446208067398735,-28.9357786886003,18.372594870892303,-34.526131807947735,62.909885021245564,-12.555063632171766,32.177642320546774,-51.0892101576255,5.902434258386917
2026-04-10 22:33:14.594,21,6.503673402179707,-30.34121824672041,19.270874099349538,-36.77356920844443,65.16270915873719,-13.306942483367122,33.88120448259399,-54.34129433865757,5.473856237483817
2026-04-10 22:33:14.619,22,6.79950781997234,-32.50874857019832,19.441016273582026,-38.97320428663244,67.48352640514564,-14.097993830589136,35.78739945024174,-57.38384765367517,5.3110152936035835
2026-04-10 22:33:14.637,23,7.87071312572322,-33.9625395161938,20.365007616830372,-40.92654367962774,70.14555956680037,-14.607896667743324,38.36835040564911,-59.74479213095609,5.861869738653076
2026-04-10 22:33:14.670,24,8.153225174781893,-36.23345795681662,20.47932045849046,-42.901590918680185,72.81947455794739,-15.123303274968794,41.37836200148811,-61.72539560453428,6.834324051103989
2026-04-10 22:33:14.688,25,8.9147656776972,-37.963756409581954,21.20923198862966,-45.327259617795704,75.02339503965206,-16.109662126496882,44.096433351029404,-64.05049233602813,7.541505989195639
2026-04-10 22:33:14.706,26,10.092066061704584,-39.13870993229609,22.50639041499031,-47.04649291641329,78.04327271712525,-16.28196909793133,46.26631741571268,-67.02326338897107,7.622095388086084
2026-04-10 22:33:14.730,27,10.464574239534551,-41.06194838327826,23.04635771298975,-48.42253648449724,81.45864064462442,-16.170181729863152,49.085794514384745,-69.41557868720231,8.262218121976655
