timestamp,episode,help_bob,decline_bob,delay_bob,help_alice,decline_alice,teach_alice,help_dave,decline_dave,suggest_dave
2026-04-26 18:48:32.972,1,2.8320777777777772,1.0853555555555556,-2.003244444444445,-3.392333333333333,3.804,-1.1083333333333334,3.108333333333333,-1.9233333333333331,-5.1883333333333335
2026-04-26 18:48:33.041,2,3.7352611992945315,-0.1470727639203828,-2.8927156210632408,-6.456095238095238,7.925544217687074,-1.0596462585034017,7.229642857142856,-6.583325396825397,-7.496325396825397
2026-04-26 18:48:33.087,3,4.191465182016462,-0.8447635774321753,-2.324720720289319,-9.080394410087267,11.861420436221625,-1.4248900255388355,13.033885228912503,-8.735549967204513,-8.22479448379903
2026-04-26 18:48:33.122,4,4.340172197680896,-1.4528733310630486,-1.6773153224050408,-11.103294613803705,16.27134182465855,-0.9740658731991485,18.667757766320708,-10.469123261431655,-9.108972795231187
2026-04-26 18:48:33.161,5,4.55671914367831,-1.7917204893615575,-0.5712613485024172,-13.520482775278817,20.328475645599774,-1.1002264715641044,22.240251838820768,-13.413123370815184,-10.998805052858634
2026-04-26 18:48:33.196,6,4.7053925495963655,-2.6503176120798533,0.2156182542468028,-16.08095547393625,23.614524279721472,-1.3372777962540283,27.88712864001786,-14.582792021071397,-10.956143182852516
2026-04-26 18:48:33.227,7,4.653014992534202,-3.8624496767255856,1.007951307274934,-19.060674939315287,26.606033530366023,-1.9903450259253979,30.920418487376306,-18.289763620142526,-13.106381138031306
2026-04-26 18:48:33.260,8,4.578122288891111,-5.2941217703649395,1.5801939678668555,-21.830013402806472,29.605657407516585,-2.5523871514877676,33.710735044846246,-22.575652723609657,-15.598939506597267
2026-04-26 18:48:33.295,9,4.300645851636392,-6.9371028232611645,2.0233878849254903,-24.58573048232774,32.2911165322231,-3.091999616339358,37.723978520714795,-25.854302049901207,-17.088795939115926
2026-04-26 18:48:33.327,10,4.305017973787928,-7.949466600548496,3.0008179564037727,-27.019957316301493,35.18077438116669,-3.4099819801020406,43.43094998265339,-27.37667709192649,-16.627892321655366
2026-04-26 18:48:33.363,11,3.624193557887286,-9.438215169849249,3.577028095414622,-29.622718593231905,37.757701252537714,-4.086699880974406,47.61476232445111,-30.50777542863026,-17.94824466539581
2026-04-26 18:48:33.393,12,3.86071930288397,-10.008224207319683,5.2574843776047055,-31.418549669021477,41.12327058806986,-3.9766574068254283,52.54142692942064,-32.98820057092154,-18.40272797407902
2026-04-26 18:48:33.417,13,3.582677765588257,-11.207371919444132,6.289703526174188,-34.07970480555856,43.47915387478597,-4.7025077411614165,55.35468947112227,-37.35712619739634,-20.82894180076352
2026-04-26 18:48:33.442,14,2.8860383832811163,-12.735346365196843,7.133054018542474,-37.341345885741774,45.00630543788549,-5.973504062764381,58.801772534475326,-41.03294296059857,-22.43684030616982
2026-04-26 18:48:33.464,15,2.63644201712508,-13.943938965471702,8.334876347493084,-38.61614580474225,48.37920943742247,-5.208162877179291,63.315531731140965,-43.55873996867706,-22.81525840278857
2026-04-26 18:48:33.490,16,2.5059453851661626,-15.021930490300097,9.644044691426046,-40.11771417981942,51.81159216995333,-4.30915794510004,68.29578186427437,-45.637484975197935,-22.701964317621808
2026-04-26 18:48:33.512,17,2.3148164860837976,-16.009223790487997,10.956790256172495,-43.77369882957795,53.069850778350926,-5.549538779180228,71.72931624650687,-49.35441926151143,-24.225025554148655
2026-04-26 18:48:33.531,18,2.1202363920838283,-16.93322086314577,12.392851260394428,-47.228983933265546,54.55867247464442,-6.594322996325741,76.16994970525427,-52.13192059683157,-24.79578001580239
2026-04-26 18:48:33.554,19,1.9529291663715405,-17.873111620767602,13.845687408319048,-48.65989597157665,58.05472052716061,-5.736117108658916,78.08665439393555,-57.359983459956425,-27.731563997587536
2026-04-26 18:48:33.577,20,1.4095506373138285,-19.166752986216327,14.82116467977573,-51.00661079852007,60.54994729545489,-5.840432472314227,81.2847266860711,-61.37042794101775,-29.47950894420035
2026-04-26 18:48:33.609,21,1.0934621072000765,-20.25017168986817,16.04154492742252,-53.40783265155044,63.005192131576784,-5.991768939733118,86.51121514521621,-63.256535642389,-29.011124252061247
2026-04-26 18:48:33.643,22,0.7615800572620361,-21.4248942910787,17.155855001834407,-55.330379481311255,65.85380596352564,-5.662416874886099,90.266106115674,-66.53164909478295,-29.927968196702157
