timestamp,episode,help_bob,decline_bob,delay_bob,help_carol,decline_carol,teach_carol,help_dave,decline_dave,suggest_dave
2026-04-20 22:08:55.922,1,-2.0824333333333334,-1.9971,2.5345333333333335,-2.138,-0.2506666666666667,4.549333333333333,1.0616666666666665,-4.548095238095238,0.5119047619047619
2026-04-20 22:08:55.996,2,-1.8338000000000003,-3.7020666666666675,4.702133333333334,-5.325009523809524,0.4269904761904761,6.691142857142857,2.6150016354016348,-8.68543016310289,-0.7671634964362233
2026-04-20 22:08:56.038,3,-1.8248336683158115,-5.1326967134236625,5.923761872434926,-7.582899567099568,2.170131313131313,8.099388455988455,5.581171990199461,-10.724803946340408,-1.6789498337862963
2026-04-20 22:08:56.080,4,-2.5521230392623253,-6.811959698667967,7.180803116294851,-9.50567326007326,3.8270164946164944,9.037202708402708,8.093737067271212,-13.214073153751734,-2.634490103468684
2026-04-20 22:08:56.115,5,-3.6863215265205973,-8.684486489819104,8.323818163809007,-12.181336577277971,5.426755454351973,8.802116517308622,10.485136073190182,-16.03291218352123,-3.6444979941158624
2026-04-20 22:08:56.146,6,-4.266841981595701,-10.21857510161544,9.964103465056152,-14.62405539460194,7.531614265056925,8.984814423300813,12.408597117265135,-19.750904938289246,-5.786544656379884
2026-04-20 22:08:56.172,7,-4.523425259468892,-11.454373019948342,12.014238434125701,-15.78213936522671,10.683531954359564,9.712302037415482,14.060658742920523,-23.876943948624966,-7.783034485462075
2026-04-20 22:08:56.195,8,-5.429835698757424,-13.378098540543954,13.35423970117412,-18.172673658437944,12.56701410552672,9.024901025288605,17.06915534930795,-26.645276846133925,-8.16264066772976
2026-04-20 22:08:56.222,9,-5.392107062872383,-14.499162273245329,15.451030634628962,-19.98330687780256,14.974047770690005,8.580138851200983,20.677928130734216,-28.461344328032844,-7.7635227610893685
2026-04-20 22:08:56.251,10,-5.698850273719962,-16.069481454933626,17.154351327796373,-20.772293509332446,18.579726597045482,9.139661224313162,22.67408113225941,-31.900897447835273,-8.901407281586051
2026-04-20 22:08:56.271,11,-6.077564964958962,-17.89254587769833,18.423269760479972,-22.44841372050267,21.227243421275247,8.638220371048341,24.91029424947898,-35.08667279419437,-9.754142992459863
2026-04-20 22:08:56.290,12,-6.709601951801872,-20.1117525498256,19.32959938888333,-24.679190635215875,23.082216257322745,7.404876789302509,27.916363860035588,-37.49885133922814,-9.936268473791335
2026-04-20 22:08:56.312,13,-6.958095331841709,-22.05180045904675,20.505380107462756,-25.89529534512723,25.93491110241183,6.987341449122032,30.102997760962722,-40.59622144711435,-10.779938357416377
2026-04-20 22:08:56.331,14,-7.346419614996229,-24.203451812890552,21.18065260933444,-26.298511634282455,29.226921866433724,6.9994139326009375,32.874844974804965,-43.15363891923716,-10.941820987418145
2026-04-20 22:08:56.349,15,-7.099327509602347,-25.596992844884706,22.574821431380204,-27.472164000449876,31.649211291659654,6.095247542832257,34.07766600879626,-47.26201233487376,-12.745181671346671
2026-04-20 22:08:56.373,16,-7.454231218264038,-27.63907953817757,23.37119931170056,-28.420828823379043,34.480661345585425,5.6546628403798795,37.235152268918874,-49.50283483955495,-12.542096222262188
2026-04-20 22:08:56.388,17,-7.468416851200824,-29.359029823162167,24.642927405739133,-29.908866409761135,36.83800033872197,4.815199361296345,40.050659242275216,-52.133443743431094,-12.612247267660223
2026-04-20 22:08:56.403,18,-7.961070691224684,-31.639154053900423,25.372555926901708,-31.132471120336554,39.447487539511236,4.27738079970211,42.28022386834709,-55.402006406923185,-13.245778534378552
2026-04-20 22:08:56.419,19,-7.681472682794743,-33.02608658858533,26.96927823392894,-31.846363697136663,42.61577672492665,4.225488384405241,44.74311209725073,-58.39393457728939,-13.47168260211685
2026-04-20 22:08:56.436,20,-7.569242862759381,-34.50245172534983,28.358967755885786,-32.984750528148155,45.346704635755685,3.8017513418999873,47.370510273966964,-61.02963436442565,-13.44267170133374
2026-04-20 22:08:56.455,21,-7.555732975287349,-35.94045592494136,29.79627177126164,-34.73894854430087,47.48894837520256,2.721749319091174,49.47100476308088,-64.21450322661592,-13.955494560749814
2026-04-20 22:08:56.477,22,-7.9084514928275365,-37.6059536041506,31.043323578066563,-36.52274064233064,49.56763365740751,1.55779510030685,52.332545979446444,-66.59253160162653,-13.595254913707617
2026-04-20 22:08:56.498,23,-7.841442833152105,-38.8504836084761,32.63916764953239,-37.38624623030018,52.45578210827393,1.2771006444788033,53.894235548176354,-70.26926476101647,-14.619325953591744
2026-04-20 22:08:56.517,24,-8.396076865077047,-40.701512053239526,33.73472434297453,-38.58347314897475,55.04569012848294,0.7179668657187985,55.98844639896408,-73.44437949439384,-15.133085281908555
2026-04-20 22:08:56.542,25,-8.821889043737405,-42.342016327210864,34.90216875265014,-39.34410853459282,58.02818797383416,0.6217063007057488,57.811223568050515,-76.9045984416861,-15.880829111274723
2026-04-20 22:08:56.558,26,-8.670212188856052,-43.42981871241086,36.58906046372736,-40.33625153989028,60.73502167199473,0.25698279052427975,60.15222676740356,-79.8326379297803,-16.12126744097899
2026-04-20 22:08:56.578,27,-8.537004915333535,-44.6864337655273,38.15600475731388,-40.9330262310305,63.737670908230555,0.23044847779661098,62.529468712633154,-82.77764141248338,-16.37842074182637
2026-04-20 22:08:56.596,28,-8.972121472965023,-46.533129580903505,39.17048318540789,-42.68154147387602,65.62406665202747,-0.9259060367167873,64.63839863626035,-85.98724430876206,-16.857571138745843
2026-04-20 22:08:56.612,29,-9.264291899691608,-48.22357133148179,40.30598274525499,-43.961235905942715,68.0020258571666,-1.5979823669970785,66.42763889663927,-89.41111174735558,-17.541059866456987
2026-04-20 22:08:56.628,30,-9.134363016662371,-49.47648638013389,41.880588494452425,-45.285887475543646,70.28878999115486,-2.4413002432254554,68.42422257048887,-92.5511976001387,-17.975210461485684
2026-04-20 22:08:56.646,31,-9.15201726610365,-50.88323832719991,43.27294526785891,-46.354884763508764,72.81949681224597,-2.915512581559811,70.70071537093156,-95.4718472928813,-18.18217972386168
2026-04-20 22:08:56.667,32,-9.894192448125345,-53.01027899172626,43.98797291888686,-47.104293948875586,75.73833603736713,-3.0260313314672835,73.52555196790728,-97.87128160374897,-17.81067419094365
2026-04-20 22:08:56.698,33,-9.634075386943698,-54.148394782397794,45.717246091021565,-48.37769563642568,78.10497973740614,-3.699176457619116,74.74673232856478,-101.81069315567576,-18.94971227259899
2026-04-20 22:08:56.719,34,-9.304803241058226,-55.304226709352506,47.37210768045603,-49.35945075490848,80.80327268309578,-4.052346949636849,76.10119527903747,-105.5520307906241,-19.862813589646358
2026-04-20 22:08:56.737,35,-9.330238668305892,-56.8716982375811,48.552719363026064,-50.796353005753026,83.08171918172435,-4.839884865574381,78.73980284271146,-107.91205589711414,-19.34936117560693
2026-04-20 22:08:56.755,36,-9.264432968604984,-58.318079751683854,49.80967253836679,-52.84775648405347,84.75809318012095,-6.2569742171344895,80.86072086805484,-110.7713381754964,-19.310660511083537
2026-04-20 22:08:56.771,37,-9.30411216880901,-59.89248341899819,50.926987181155376,-53.24606091741832,88.11791894488955,-5.9878411678095285,83.77972351455783,-112.86634425146356,-18.475793483682722
2026-04-20 22:08:56.792,38,-9.673996559894093,-61.78675556283331,51.6807674324405,-54.64158905100889,90.39966782847375,-6.80797393404422,86.40304466747271,-115.26883919057387,-17.900846291700873
2026-04-20 22:08:56.816,39,-9.700444853462756,-63.39288817555265,52.79056921848839,-56.13225631744571,92.51090614366564,-7.784574459734164,87.94504828182386,-118.77146391818714,-18.432705287009213
2026-04-20 22:08:56.836,40,-9.823792257137383,-65.09931183927998,53.83719557527504,-58.09258048407,94.15382131845193,-9.22118302717381,89.30910616189682,-122.44715588448375,-19.219532547766526
2026-04-20 22:08:56.855,41,-9.819369305158805,-66.68688285327093,55.02027708018669,-59.1022174519431,96.77636551087502,-9.665380589090757,90.18127679280316,-126.63895777284739,-20.510563105471025
2026-04-20 22:08:56.868,42,-9.656578602727588,-68.13835370950393,56.284866832408824,-60.48019537857791,99.03185137749504,-10.471500795369849,92.06910315441974,-129.8145729862799,-20.8016658472562
2026-04-20 22:08:56.883,43,-9.242272556926729,-69.31417145317047,57.797863168588684,-62.010586269249806,101.08361586267286,-11.527447109544042,93.4565704892653,-133.46025507294658,-21.619378381730414
2026-04-20 22:08:56.894,44,-9.231691658338274,-70.82639364431745,58.92341858911719,-63.54271313256215,103.08234059963989,-12.684955987351662,94.87365439962414,-137.0934041457564,-22.488837025818608
2026-04-20 22:08:56.907,45,-8.720312143540463,-71.78313919021895,60.556994858671075,-64.68626752952291,105.42094099342604,-13.503527246602617,97.5872677820302,-139.44134624104075,-22.07714660193089
