timestamp,episode,help_bob,decline_bob,delay_bob,help_alice,decline_alice,teach_alice,help_dave,decline_dave,suggest_dave
2026-04-26 18:45:17.784,1,1.2482333333333333,-1.9127666666666667,0.8712000000000001,-0.09233333333333327,1.0983333333333332,0.7843333333333334,2.1950000000000003,-4.482380952380953,-3.4223809523809523
2026-04-26 18:45:17.845,2,0.6747373015873016,-2.250437301587301,2.917134126984127,-1.3515095238095234,1.8190285714285712,0.36801428571428557,4.052629805996474,-8.85718672730188,-5.0456533939685455
2026-04-26 18:45:17.884,3,-0.08500057720057713,-3.340537569573283,3.609515172129458,-2.652235715014502,2.834453201568353,0.46557426938942054,5.650917789162068,-12.396996838075317,-5.039827790456266
2026-04-26 18:45:17.916,4,1.2226393549261196,-4.13590020693592,4.694578847179898,-3.6722990781064366,4.08780768509866,0.33501624320721846,7.493427856202013,-15.377290994758427,-4.630395906513336
2026-04-26 18:45:17.944,5,2.195502445899786,-5.696430240444176,5.102086131230244,-4.624304538146844,5.457806760316983,0.1893794444955491,9.384217068223132,-18.424521641229287,-4.219305521238163
2026-04-26 18:45:17.970,6,2.757191323153299,-8.099290143958125,5.032627888984091,-5.699132335051723,6.071345793941009,-0.5228952790995596,10.430260451643111,-22.447661035999786,-4.904868470438407
2026-04-26 18:45:17.998,7,3.5662488733465385,-10.322606274723219,5.325751474734369,-6.112289729871397,7.646862711508966,-0.7387669445275531,12.188834052656691,-25.767926161126187,-4.669729300127221
2026-04-26 18:45:18.023,8,4.189558622940825,-12.296758372847812,5.554726497078845,-6.667175218530132,9.203053936452866,-1.0210965190020487,15.146828640894372,-27.567120135485045,-2.7566896362237583
2026-04-26 18:45:18.047,9,4.932519468940228,-13.98134221495711,6.039663724724165,-8.6234007435688,9.677500818494162,-2.8083393141383954,16.984429915009873,-30.411984741610947,-2.185685840496472
2026-04-26 18:45:18.079,10,6.0826264755231545,-15.56518854147646,6.684433975167921,-9.694264360772758,11.294371702610412,-3.8862954118473114,18.15922226716163,-33.838111580985654,-2.222960452021126
2026-04-26 18:45:18.103,11,6.887235028496018,-17.652795266527527,6.6693871742079756,-10.188448312179085,13.573496265984234,-4.492212493993012,19.95761689764536,-36.75815115501291,-1.7390239001724392
2026-04-26 18:45:18.131,12,7.948041494341644,-19.54202899096458,6.842351044617657,-10.144357085027858,16.520705491819477,-4.563710538718911,22.431625828340785,-39.00189556916068,-0.5036638162297591
